name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Emmanuel Sanders,1.9,7.6,4.0,9.0,13.6,12.3,18.2,11.8,1.0,8.6,0.9,6.4,12.3,9.6,11.5,16.8
Eric Decker,2.5,4.7,6.9,2.3,5.4,12.3,0.0,9.6,2.9,5.2,3.8,4.2,7.1,8.8,10.3,3.3
Eric Weems,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Moore,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0
Geremy Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.8,0.0,0.0
Geronimo Allison,0.0,8.5,0.4,13.4,3.8,5.5,5.3,1.2,3.1,2.1,2.4,3.0,1.6,2.9,0.0,3.2
Golden Tate,1.6,11.6,12.6,15.3,7.2,6.1,4.0,6.2,1.6,10.4,10.82,5.4,5.6,5.0,4.4,2.3
Greg Camarillo,2.8,4.5,0.0,0.0,0.9,0.0,0.0,4.1,1.0,1.9,1.4,0.0,0.0,6.4,0.0,0.0
Greg Jennings,4.4,0.0,1.5,3.0,1.8,4.7,0.0,0.0,1.4,0.0,7.9,0.0,2.2,0.0,0.0,9.4
Greg Lewis,0.0,3.2,0.0,1.7,1.9,4.5,3.8,0.0,0.0,0.9,5.0,1.8,5.0,1.3,2.3,0.0
Greg Little,6.9,1.3,15.7,0.9,2.7,7.9,2.4,8.8,0.9,1.4,1.8,5.7,0.0,1.3,1.1,0.0
Griff Whalen,9.8,3.0,0.0,1.9,0.0,1.9,0.0,0.0,0.0,0.0,1.7,0.0,0.0,1.5,4.3,0.0
Hakeem Nicks,0.0,3.2,5.9,8.5,2.1,0.0,0.0,11.4,11.7,6.1,0.9,1.2,1.0,1.5,0.9,3.4
Hank Baskett,0.0,1.0,0.0,0.0,0.0,0.0,2.6,1.2,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0
Harry Douglas,2.5,10.9,2.9,3.1,0.0,3.0,5.8,0.0,0.8,7.0,1.5,0.0,7.3,0.0,1.3,0.0
Hines Ward,13.0,9.2,5.3,3.2,2.4,20.9,6.2,3.6,0.0,1.5,4.1,5.5,1.1,0.0,5.2,4.9
Isaiah McKenzie,3.2,5.7,1.5,3.4000000000000004,8.7,0.9,1.2999999999999998,0.0,9.1,5.1800000000000015,-0.1,10.1,1.7,1.3,5.1,21.5
J.D. McKissic,0.4,5.3,6.7,6.1,7.899999999999999,11.4,6.1,12.7,14.4,8.4,3.7,12.8,9.6,21.2,19.2,5.5
JJ Nelson,0.0,0.0,0.0,0.9,0.0,1.4,2.5,0.8,-1.0,0.0,0.0,0.0,5.3,0.0,0.0,11.6
Jabar Gaffney,8.2,6.5,8.8,6.0,12.0,5.2,21.0,9.7,0.0,18.2,11.5,16.7,4.8,3.5,3.7,1.6
Jacoby Ford,4.6,2.9,0.7,2.2,2.4,0.3,2.5,1.7000000000000002,0.2,3.8,0.0,0.4,0.0,3.7,0.0,0.0
Jacoby Jones,0.0,0.3,4.5,3.4000000000000004,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakeem Grant,11.4,0.0,4.0,0.7,5.3,5.1,-0.09999999999999998,6.8,2.0,5.5,12.3,2.5,2.5,5.2,4.7,6.8
